код стратегии,Название стратерии,Текст цикла ПредупрТОРО,КраткНазвЦикла,Сцепка,Цикл,Единица,код стратегии_счетчик
2-0514,МТЧ ТК6000-ЗК24000,ТР коробки передач,ТК,2-0514ТК,"6000,00",МТЧ,2-0514ТК
2-0514,МТЧ ТК6000-ЗК24000,Замена коробки передач,ЗК,2-0514ЗК,"24000,00",МТЧ,2-0514ЗК
2-0515,МТЧ 856000-3418000,ТР ходовой части,85,2-051585,"6000,00",МТЧ,2-051585
2-0515,МТЧ 856000-3418000,КР ходовой части,34,2-051534,"18000,00",МТЧ,2-051534
2-0516,МТЧ 851500-349000,ТР ходовой части,85,2-051685,"1500,00",МТЧ,2-051685
2-0516,МТЧ 851500-349000,КР ходовой части,34,2-051634,"9000,00",МТЧ,2-051634
2-0517,МТЧ 682000-058000,ТР гидравлического обор.,68,2-051768,"2000,00",МТЧ,2-051768
2-0517,МТЧ 682000-058000,КР гидравлического обор.,05,2-051705,"8000,00",МТЧ,2-051705
2-0518,МТЧ 772000-278000,ТР навесного оборудования,77,2-051877,"2000,00",МТЧ,2-051877
2-0518,МТЧ 772000-278000,КР навесного оборудования,27,2-051827,"8000,00",МТЧ,2-051827
2-0519,МТЧ 704000-1012000,ТР двигателя,70,2-051970,"4000,00",МТЧ,2-051970
2-0519,МТЧ 704000-1012000,КР двигателя,10,2-051910,"12000,00",МТЧ,2-051910
2-0520,МТЧ ТК4000-2412000,ТР коробки передач,ТК,2-0520ТК,"4000,00",МТЧ,2-0520ТК
2-0520,МТЧ ТК4000-2412000,КР коробки передач,24,2-052024,"12000,00",МТЧ,2-052024
2-0521,МТЧ 6512000-0220000-ЗБ20000,ТР бортовых редукторов,65,2-052165,"12000,00",МТЧ,2-052165
2-0521,МТЧ 6512000-0220000-ЗБ20000,КР бортовых редукторов,02,2-052102,"20000,00",МТЧ,2-052102
2-0521,МТЧ 6512000-0220000-ЗБ20000,Замена бортовых редукторов,ЗБ,2-0521ЗБ,"20000,00",МТЧ,2-0521ЗБ
2-0522,МТЧ 0815000-ЗГ15000,КР гидротрансформатора,08,2-052208,"15000,00",МТЧ,2-052208
2-0522,МТЧ 0815000-ЗГ15000,Замена гидротрансформатора,ЗГ,2-0522ЗГ,"15000,00",МТЧ,2-0522ЗГ
2-0523,МТЧ ТК18000-ЗК15000,ТР коробки передач,ТК,2-0523ТК,"18000,00",МТЧ,2-0523ТК
2-0523,МТЧ ТК18000-ЗК15000,Замена коробки передач,ЗК,2-0523ЗК,"15000,00",МТЧ,2-0523ЗК
2-0524,МТЧ О1500-1000-2000-4000-8000,Техническое обслуживание 1,О1,2-0524О1,"500,00",МТЧ,2-0524О1
2-0524,МТЧ О1500-1000-2000-4000-8000,Техническое обслуживание 2,О2,2-0524О2,"1000,00",МТЧ,2-0524О2
2-0524,МТЧ О1500-1000-2000-4000-8000,Техническое обслуживание 3,О3,2-0524О3,"2000,00",МТЧ,2-0524О3
2-0524,МТЧ О1500-1000-2000-4000-8000,Техническое обслуживание 4,О4,2-0524О4,"4000,00",МТЧ,2-0524О4
2-0524,МТЧ О1500-1000-2000-4000-8000,Техническое обслуживание 5,О5,2-0524О5,"8000,00",МТЧ,2-0524О5
2-0525,МТЧ 854000-3412000,ТР ходовой части,85,2-052585,"4000,00",МТЧ,2-052585
2-0525,МТЧ 854000-3412000,КР ходовой части,34,2-052534,"12000,00",МТЧ,2-052534
2-0526,МТЧ 778000-ЗА24000,ТР навесного оборудования,77,2-052677,"8000,00",МТЧ,2-052677
2-0526,МТЧ 778000-ЗА24000,Замена навесного оборудования,ЗА,2-0526ЗА,"24000,00",МТЧ,2-0526ЗА
2-0527,МТЧ ТК8000-ЗК32000,ТР коробки передач,ТК,2-0527ТК,"8000,00",МТЧ,2-0527ТК
2-0527,МТЧ ТК8000-ЗК32000,Замена коробки передач,ЗК,2-0527ЗК,"32000,00",МТЧ,2-0527ЗК
2-0528,МТЧ ТК18000-ЗК20000,ТР коробки передач,ТК,2-0528ТК,"18000,00",МТЧ,2-0528ТК
2-0528,МТЧ ТК18000-ЗК20000,Замена коробки передач,ЗК,2-0528ЗК,"20000,00",МТЧ,2-0528ЗК
2-0529,МТЧ 0820000-ЗГ20000,КР гидротрансформатора,08,2-052908,"20000,00",МТЧ,2-052908
2-0529,МТЧ 0820000-ЗГ20000,Замена гидротрансформатора,ЗГ,2-0529ЗГ,"20000,00",МТЧ,2-0529ЗГ
2-0530,МТЧ 344000,КР ходовой части,34,2-053034,"4000,00",МТЧ,2-053034
2-0531,МТЧ ЗД12000-ЗК22000,Замена двигателя,ЗД,2-0531ЗД,"12000,00",МТЧ,2-0531ЗД
2-0531,МТЧ ЗД12000-ЗК22000,Замена коробки передач,ЗК,2-0531ЗК,"22000,00",МТЧ,2-0531ЗК
2-0532,МТЧ 360-720-5400-10800-КР43200,Техническое обслуживание 1,О1,2-0532О1,"360,00",МТЧ,2-0532О1
2-0532,МТЧ 360-720-5400-10800-КР43200,Техническое обслуживание 2,О2,2-0532О2,"720,00",МТЧ,2-0532О2
2-0532,МТЧ 360-720-5400-10800-КР43200,Текущий ремонт 1,Т1,2-0532Т1,"5400,00",МТЧ,2-0532Т1
2-0532,МТЧ 360-720-5400-10800-КР43200,Текущий ремонт 2,Т2,2-0532Т2,"10800,00",МТЧ,2-0532Т2
2-0532,МТЧ 360-720-5400-10800-КР43200,Капитальный ремонт,КР,2-0532КР,"43200,00",МТЧ,2-0532КР
2-0533,МТЧ О1360-О2720-ТР2160-КР8640,Техническое обслуживание 1,О1,2-0533О1,"360,00",МТЧ,2-0533О1
2-0533,МТЧ О1360-О2720-ТР2160-КР8640,Техническое обслуживание 2,О2,2-0533О2,"720,00",МТЧ,2-0533О2
2-0533,МТЧ О1360-О2720-ТР2160-КР8640,Текущий ремонт,ТР,2-0533ТР,"2160,00",МТЧ,2-0533ТР
2-0533,МТЧ О1360-О2720-ТР2160-КР8640,Капитальный ремонт,КР,2-0533КР,"8640,00",МТЧ,2-0533КР
2-0534,МТЧ О1360-О2720-ТР5760-КР34560,Техническое обслуживание 1,О1,2-0534О1,"360,00",МТЧ,2-0534О1
2-0534,МТЧ О1360-О2720-ТР5760-КР34560,Техническое обслуживание 2,О2,2-0534О2,"720,00",МТЧ,2-0534О2
2-0534,МТЧ О1360-О2720-ТР5760-КР34560,Текущий ремонт,ТР,2-0534ТР,"5760,00",МТЧ,2-0534ТР
2-0534,МТЧ О1360-О2720-ТР5760-КР34560,Капитальный ремонт,КР,2-0534КР,"34560,00",МТЧ,2-0534КР
2-0535,МТЧ 360-5400-10800-720-43200,Техническое обслуживание 1,О1,2-0535О1,"360,00",МТЧ,2-0535О1
2-0535,МТЧ 360-5400-10800-720-43200,Текущий ремонт 1,Т1,2-0535Т1,"5400,00",МТЧ,2-0535Т1
2-0535,МТЧ 360-5400-10800-720-43200,Текущий ремонт 2,Т2,2-0535Т2,"10800,00",МТЧ,2-0535Т2
2-0535,МТЧ 360-5400-10800-720-43200,Техническое обслуживание 2,О2,2-0535О2,"720,00",МТЧ,2-0535О2
2-0535,МТЧ 360-5400-10800-720-43200,Капитальный ремонт,КР,2-0535КР,"43200,00",МТЧ,2-0535КР
2-0536,МТЧ 279000,КР навесного оборудования,27,2-053627,"9000,00",МТЧ,2-053627
2-0537,МТЧ 059000,КР гидравлического обор.,05,2-053705,"9000,00",МТЧ,2-053705
2-0538,МТЧ ЗД12000-ЗК8000,Замена двигателя,ЗД,2-0538ЗД,"12000,00",МТЧ,2-0538ЗД
2-0538,МТЧ ЗД12000-ЗК8000,Замена коробки передач,ЗК,2-0538ЗК,"8000,00",МТЧ,2-0538ЗК
2-0539,МТЧ ЗД22000-ЗТ28000-ЗА33000,Замена двигателя,ЗД,2-0539ЗД,"22000,00",МТЧ,2-0539ЗД
2-0539,МТЧ ЗД22000-ЗТ28000-ЗА33000,Замена трансмиссии,ЗТ,2-0539ЗТ,"28000,00",МТЧ,2-0539ЗТ
2-0539,МТЧ ЗД22000-ЗТ28000-ЗА33000,Замена навесного оборудования,ЗА,2-0539ЗА,"33000,00",МТЧ,2-0539ЗА
2-0540,МТЧ 0218000-ЗБ18000,КР бортовых редукторов,02,2-054002,"18000,00",МТЧ,2-054002
2-0540,МТЧ 0218000-ЗБ18000,Замена бортовых редукторов,ЗБ,2-0540ЗБ,"18000,00",МТЧ,2-0540ЗБ
2-0541,МТЧ 2728000,КР навесного оборудования,27,2-054127,"28000,00",МТЧ,2-054127
2-0542,МТЧ 3428000,КР ходовой части,34,2-054234,"28000,00",МТЧ,2-054234
2-0543,МТЧ ЗР15000-КП15000,Замена редуктора пов.платформы,ЗР,2-0543ЗР,"15000,00",МТЧ,2-0543ЗР
2-0543,МТЧ ЗР15000-КП15000,КР редуктора пов.платформы,КП,2-0543КП,"15000,00",МТЧ,2-0543КП
2-0544,МТЧ КО22000,КР рабочего оборудования,КО,2-0544КО,"22000,00",МТЧ,2-0544КО
2-0545,МТЧ ЗА16000,Замена навесного оборудования,ЗА,2-0545ЗА,"16000,00",МТЧ,2-0545ЗА
2-0546,МТЧ 720-1440-17280-43200,Техническое обслуживание 1,О1,2-0546О1,"720,00",МТЧ,2-0546О1
2-0546,МТЧ 720-1440-17280-43200,Техническое обслуживание 2,О2,2-0546О2,"1440,00",МТЧ,2-0546О2
2-0546,МТЧ 720-1440-17280-43200,Текущий ремонт,ТР,2-0546ТР,"17280,00",МТЧ,2-0546ТР
2-0546,МТЧ 720-1440-17280-43200,Капитальный ремонт,КР,2-0546КР,"43200,00",МТЧ,2-0546КР
2-0547,МТЧ 0620000-ГЗ20000,КР главной передачи,06,2-054706,"20000,00",МТЧ,2-054706
2-0547,МТЧ 0620000-ГЗ20000,Замена главной передачи,ГЗ,2-0547ГЗ,"20000,00",МТЧ,2-0547ГЗ
2-0548,МТЧ 708000(8000)-ЗД18000,ТР двигателя,70,2-054870,"8000,00",МТЧ,2-054870
2-0548,МТЧ 708000(8000)-ЗД18000,Замена двигателя,ЗД,2-0548ЗД,"18000,00",МТЧ,2-0548ЗД
2-0549,МТЧ 2716000-РО500-Р28000,КР навесного оборудования,27,2-054927,"16000,00",МТЧ,2-054927
2-0549,МТЧ 2716000-РО500-Р28000,ТР1 рабочего оборудования,РО,2-0549РО,"500,00",МТЧ,2-0549РО
2-0549,МТЧ 2716000-РО500-Р28000,ТР2 рабочего оборудования,Р2,2-0549Р2,"8000,00",МТЧ,2-0549Р2
2-0550,МТЧ 3618000-874000,КР электрооборудования,36,2-055036,"18000,00",МТЧ,2-055036
2-0550,МТЧ 3618000-874000,ТР электрооборудования,87,2-055087,"4000,00",МТЧ,2-055087
2-0551,МТЧ 708000(8000)-ЗД20000,ТР двигателя,70,2-055170,"8000,00",МТЧ,2-055170
2-0551,МТЧ 708000(8000)-ЗД20000,Замена двигателя,ЗД,2-0551ЗД,"20000,00",МТЧ,2-0551ЗД
2-0552,МТЧ .25-.5-1-2-3-4*1000-69120,Техническое обслуживание 1,О1,2-0552О1,"250,00",МТЧ,2-0552О1
2-0552,МТЧ .25-.5-1-2-3-4*1000-69120,Техническое обслуживание 2,О2,2-0552О2,"500,00",МТЧ,2-0552О2
2-0552,МТЧ .25-.5-1-2-3-4*1000-69120,Техническое обслуживание 3,О3,2-0552О3,"1000,00",МТЧ,2-0552О3
2-0552,МТЧ .25-.5-1-2-3-4*1000-69120,Техническое обслуживание 4,О4,2-0552О4,"2000,00",МТЧ,2-0552О4
2-0552,МТЧ .25-.5-1-2-3-4*1000-69120,Техническое обслуживание 5,О5,2-0552О5,"3000,00",МТЧ,2-0552О5
2-0552,МТЧ .25-.5-1-2-3-4*1000-69120,Техническое обслуживание 6,О6,2-0552О6,"4000,00",МТЧ,2-0552О6
2-0552,МТЧ .25-.5-1-2-3-4*1000-69120,Капитальный ремонт,КР,2-0552КР,"69120,00",МТЧ,2-0552КР
2-0553,МТЧ ЗУ4000,Замена футеровка,ЗУ,2-0553ЗУ,"4000,00",МТЧ,2-0553ЗУ
2-0554,МТЧ О1500-2000-4000-КР43200,Техническое обслуживание 1,О1,2-0554О1,"500,00",МТЧ,2-0554О1
2-0554,МТЧ О1500-2000-4000-КР43200,Техническое обслуживание 2,О2,2-0554О2,"2000,00",МТЧ,2-0554О2
2-0554,МТЧ О1500-2000-4000-КР43200,Техническое обслуживание 3,О3,2-0554О3,"4000,00",МТЧ,2-0554О3
2-0554,МТЧ О1500-2000-4000-КР43200,Капитальный ремонт,КР,2-0554КР,"43200,00",МТЧ,2-0554КР
2-0555,МТЧ ЗУ8640,Замена футеровка,ЗУ,2-0555ЗУ,"8640,00",МТЧ,2-0555ЗУ
2-0556,МТЧ РО600-Р29600(9600),ТР1 рабочего оборудования,РО,2-0556РО,"600,00",МТЧ,2-0556РО
2-0556,МТЧ РО600-Р29600(9600),ТР2 рабочего оборудования,Р2,2-0556Р2,"9600,00",МТЧ,2-0556Р2
2-0557,МТЧ 852400-3412000,ТР ходовой части,85,2-055785,"2400,00",МТЧ,2-055785
2-0557,МТЧ 852400-3412000,КР ходовой части,34,2-055734,"12000,00",МТЧ,2-055734
2-0558,МТЧ 829600(9600)-ЗК20000,ТР трансмиссии,82,2-055882,"9600,00",МТЧ,2-055882
2-0558,МТЧ 829600(9600)-ЗК20000,Замена коробки передач,ЗК,2-0558ЗК,"20000,00",МТЧ,2-0558ЗК
2-0559,МТЧ 709600(9600)-ЗД20000,ТР двигателя,70,2-055970,"9600,00",МТЧ,2-055970
2-0559,МТЧ 709600(9600)-ЗД20000,Замена двигателя,ЗД,2-0559ЗД,"20000,00",МТЧ,2-0559ЗД
2-0560,МТЧ 699600(9600)-0518000,ТР гидросистемы,69,2-056069,"9600,00",МТЧ,2-056069
2-0560,МТЧ 699600(9600)-0518000,КР гидравлического обор.,05,2-056005,"18000,00",МТЧ,2-056005
2-0561,МТЧ 0630000-ГЗ30000,КР главной передачи,06,2-056106,"30000,00",МТЧ,2-056106
2-0561,МТЧ 0630000-ГЗ30000,Замена главной передачи,ГЗ,2-0561ГЗ,"30000,00",МТЧ,2-0561ГЗ
2-0562,МТЧ 8214000(14000)-ЗК20000,ТР трансмиссии,82,2-056282,"14000,00",МТЧ,2-056282
2-0562,МТЧ 8214000(14000)-ЗК20000,Замена коробки передач,ЗК,2-0562ЗК,"20000,00",МТЧ,2-0562ЗК
2-0563,МТЧ 874800(4800)-3618000,ТР электрооборудования,87,2-056387,"4800,00",МТЧ,2-056387
2-0563,МТЧ 874800(4800)-3618000,КР электрооборудования,36,2-056336,"18000,00",МТЧ,2-056336
2-0564,МТЧ 859600(9600)-3424000,ТР ходовой части,85,2-056485,"9600,00",МТЧ,2-056485
2-0564,МТЧ 859600(9600)-3424000,КР ходовой части,34,2-056434,"24000,00",МТЧ,2-056434
2-0565,МТЧ 874800(4800)-3622000,ТР электрооборудования,87,2-056587,"4800,00",МТЧ,2-056587
2-0565,МТЧ 874800(4800)-3622000,КР электрооборудования,36,2-056536,"22000,00",МТЧ,2-056536
2-0566,МТЧ 066000-ГЗ6000,КР главной передачи,06,2-056606,"6000,00",МТЧ,2-056606
2-0566,МТЧ 066000-ГЗ6000,Замена главной передачи,ГЗ,2-0566ГЗ,"6000,00",МТЧ,2-0566ГЗ
2-0567,МТЧ ЗЗ14000,Замена кузова,ЗЗ,2-0567ЗЗ,"14000,00",МТЧ,2-0567ЗЗ
2-0568,МТЧ КЭ30000,КР электродвигателя,КЭ,2-0568КЭ,"30000,00",МТЧ,2-0568КЭ
2-0569,МТЧ ЗЗ16000,Замена кузова,ЗЗ,2-0569ЗЗ,"16000,00",МТЧ,2-0569ЗЗ
2-0570,МТЧ ЗН22000,Замена генератора,ЗН,2-0570ЗН,"22000,00",МТЧ,2-0570ЗН
2-0571,МТЧ МЗ22000,Замена мотор-колеса,МЗ,2-0571МЗ,"22000,00",МТЧ,2-0571МЗ
2-0572,МТЧ ЗД12000-ЗК18000,Замена двигателя,ЗД,2-0572ЗД,"12000,00",МТЧ,2-0572ЗД
2-0572,МТЧ ЗД12000-ЗК18000,Замена коробки передач,ЗК,2-0572ЗК,"18000,00",МТЧ,2-0572ЗК
2-0573,МТЧ 7012000(12000)-ЗД20000,ТР двигателя,70,2-057370,"12000,00",МТЧ,2-057370
2-0573,МТЧ 7012000(12000)-ЗД20000,Замена двигателя,ЗД,2-0573ЗД,"20000,00",МТЧ,2-0573ЗД
2-0574,МТЧ ЗД10000,Замена двигателя,ЗД,2-0574ЗД,"10000,00",МТЧ,2-0574ЗД
2-0575,МТЧ КО18000,КР рабочего оборудования,КО,2-0575КО,"18000,00",МТЧ,2-0575КО
2-0576,МТЧ ЗР20000-КП20000,Замена редуктора пов.платформы,ЗР,2-0576ЗР,"20000,00",МТЧ,2-0576ЗР
2-0576,МТЧ ЗР20000-КП20000,КР редуктора пов.платформы,КП,2-0576КП,"20000,00",МТЧ,2-0576КП
2-0577,МТЧ ЗА32000,Замена навесного оборудования,ЗА,2-0577ЗА,"32000,00",МТЧ,2-0577ЗА
2-0578,МТЧ 3624000,КР электрооборудования,36,2-057836,"24000,00",МТЧ,2-057836
2-0579,МТЧ 3430000,КР ходовой части,34,2-057934,"30000,00",МТЧ,2-057934
2-0580,МТЧ 0812000-ЗГ12000,КР гидротрансформатора,08,2-058008,"12000,00",МТЧ,2-058008
2-0580,МТЧ 0812000-ЗГ12000,Замена гидротрансформатора,ЗГ,2-0580ЗГ,"12000,00",МТЧ,2-0580ЗГ
2-0581,МТЧ ЗД14000,Замена двигателя,ЗД,2-0581ЗД,"14000,00",МТЧ,2-0581ЗД
2-0582,МТЧ ЗА20000,Замена навесного оборудования,ЗА,2-0582ЗА,"20000,00",МТЧ,2-0582ЗА
2-0583,МТЧ 0214000-ЗБ14000,КР бортовых редукторов,02,2-058302,"14000,00",МТЧ,2-058302
2-0583,МТЧ 0214000-ЗБ14000,Замена бортовых редукторов,ЗБ,2-0583ЗБ,"14000,00",МТЧ,2-0583ЗБ
2-0584,МТЧ 0520000,КР гидравлического обор.,05,2-058405,"20000,00",МТЧ,2-058405
2-0585,МТЧ 3628000,КР электрооборудования,36,2-058536,"28000,00",МТЧ,2-058536
2-0586,МТЧ 2726000,КР навесного оборудования,27,2-058627,"26000,00",МТЧ,2-058627
2-0587,МТЧ 0816000-ЗГ16000,КР гидротрансформатора,08,2-058708,"16000,00",МТЧ,2-058708
2-0587,МТЧ 0816000-ЗГ16000,Замена гидротрансформатора,ЗГ,2-0587ЗГ,"16000,00",МТЧ,2-0587ЗГ
2-0588,МТЧ ЗК16000,Замена коробки передач,ЗК,2-0588ЗК,"16000,00",МТЧ,2-0588ЗК
